index,time,conversation
3132,03:14,So any justice again okay
3133,03:32,So
3134,04:08,it's okay to be talking
3135,04:10,yeah I think it's my done
3136,04:12,Your thing so I think it's mine because we really quality
3137,04:15,yeah
3138,04:19,yeah so
3139,04:20,You can join now the third and fourth columns the first row
3140,04:20,Local up please
3141,04:20,yeah
3142,04:20,You can just draw a line from the third column first second dots
3143,04:20,here
3144,04:56,yeah the first and second ones
3145,04:58,Not the column is correct the column is correct with the first one second one something the door
3146,04:58,yeah
3147,05:05,Correct
3148,05:08,yeah
3149,05:09,yeah it's your turn now
3150,05:32,Okay
3151,05:38,So now we'll just join
3152,05:38,The line like to call them again join second enter dots yes
3153,05:38,yeah
3154,05:56,yeah
3155,05:58,join the
3156,05:58,dots of the second row
3157,05:58,For them yes right
3158,05:58,Now
3159,06:14,Oh sorry
3160,06:14,it's your turn
3161,06:19,yeah
3162,06:21,No that was mine day
3163,06:24,yeah this is your color right and one
3164,06:25,don't always
3165,06:28,know what you're doing yeah yeah
3166,06:28,yeah you're done
3167,06:36,Okay i'm
3168,06:39,just maybe draw a line from
3169,06:39,Yet join the second and third darts of the fifth call
3170,06:39,yeah
3171,06:54,The last column yeah fifth one second and third
3172,06:55,Yes yeah
3173,06:55,yeah
3174,07:03,Okay um
3175,07:05,No
3176,07:05,Join
3177,07:05,Consider the second column join the fourth and fifth
3178,07:05,Yes
3179,07:05,Yes yeah
3180,07:20,Okay
3181,07:29,yeah just a minute
3182,07:29,just joined the fourth interest dots
3183,07:29,yeah
3184,07:29,For me now
3185,07:50,Okay so just so you can make this quiet over there yeah
3186,08:11,Yes is one
3187,08:18,One okay it's just one right
3188,08:20,yeah
3189,08:23,Okay
3190,08:25,You can draw a line from your country the first column The fourth and fifth
3191,08:25,yeah
3192,08:25,You can just make it right
3193,08:25,Kevin remember that's right oh yeah last
3194,08:46,Okay yeah
3195,08:46,it's your turn right you have to give me
3196,09:02,yeah
3197,09:03,yeah
3198,09:09,yeah
3199,09:09,Yes fill the square so
3200,09:17,yeah to
3201,09:20,Today yeah
3202,09:20,yeah
3203,09:26,yeah maybe you want me to be doing
3204,09:27,you're just a minute
3205,09:31,Just just put on the line
3206,09:31,You can just hit it on the fifth column
3207,09:31,You can join
3208,09:31,The first
3209,09:54,2345 and six
3210,10:00,don't connect him
3211,10:13,yeah six for me
3212,10:13,Sam
3213,10:18,And eight 910
3214,10:20,Okay i've been in US glories 10
3215,10:24,And the score is six I guess
3216,10:24,yeah
3217,10:35,Okay
3218,10:39,I think we are done with this shall we play another one
3219,10:39,yeah let's go and play the tick tock
3220,10:44,yeah
3221,10:47,Okay I started the game then
3222,11:02,Okay yeah
3223,11:04,Please
3224,11:04,Just in between your to access
3225,11:04,This is mine
3226,11:25,Okay
3227,11:28,You can just put in all
3228,11:28,left
3229,11:28,The Middle box yeah
3230,11:28,yeah
3231,11:42,yeah
3232,11:55,yeah
3233,11:57,yeah it's nice meeting you in Isla
3234,11:57,yeah same snakes playing with you
3235,12:06,Again bye
3236,12:10,bye have a great
3237,12:12,Time stopping the recording
3238,12:12,I spend the know how are you
3239,00:03,i'm good Thank you
3240,00:03,Major
3241,00:11,In computer science
3242,00:14,i'm gonna be good okay
3243,00:15,Oh that's great
3244,00:17,What are you how are being
3245,00:20,um I don't know
3246,00:22,yeah
3247,00:29,you're the one right
3248,00:29,Listening as it gets I don't have anything in
3249,00:29,case
3250,00:41,He came to strike we have to play game
3251,00:42,Okay we have to play the games
3252,00:42,OK OK
3253,00:42,OK will be the experience from your movie okay
3254,00:42,yeah that's fine
3255,00:56,I will share the screen and you
3256,00:58,Have you already played with anyone
3257,00:58,Yes I just played once yeah
3258,01:04,me too
3259,01:07,Okay so you know that will try
3260,01:07,again
3261,01:07,Yes okay
3262,01:14,Yes I can see your screen
3263,01:14,Okay you're
3264,02:01,Playing
3265,02:04,In things why not play and go do
3266,02:05,Your thing go with cream
3267,02:05,yeah read
3268,02:12,Over it and fine with it do you want to start the game
3269,02:14,No you can you can start
3270,02:20,corners you can draw a line
3271,02:20,right or left
3272,03:36,screen to the to the top
3273,03:39,Top okay yeah top left
3274,03:41,Top right okay
3275,03:41,everything's fine your wish
3276,03:50,yo
3277,03:50,yo
3278,04:12,Just draw a line in the middle
3279,04:15,you're
3280,04:40,Just joining joining the lines like you can see the last row
3281,04:44,crew oh
3282,04:44,yeah yeah yeah right
3283,04:44,Okay
3284,05:02,it's going to take a lot of time
3285,05:02,Yes
3286,05:09,Just horizontal line battle took the first like
3287,05:09,This one
3288,05:18,yeah
3289,05:19,Yes
3290,05:21,Now your
3291,05:33,job or horizontal line in the forced called photo joining the second intro dots
3292,05:36,Next photo
3293,05:36,or second entered
3294,05:36,This one okay
3295,05:50,Yes
3296,05:51,yep
3297,05:55,yeah
3298,06:02,Oh can you
3299,06:07,Just join online from
3300,06:07,second and third rose you can join the fourth fourth one
3301,06:07,Yes
3302,06:07,In the fourth row join the fourth and fifth thoughts
3303,06:07,Like you know sleeping line yeah
3304,06:07,Okay and now
3305,06:07,left you can just join you make a red line between the two lines you have already paid
3306,06:07,To the left
3307,06:07,Now
3308,07:20,yeah the third and fourth rules joined the foreign food trucks not that one that left
3309,07:23,Know to the to the left more left
3310,07:23,Yes
3311,07:23,yeah
3312,07:37,Okay
3313,07:52,Now just join the or dot like the last row you can join the first two yeah
3314,07:52,Yes
3315,07:52,Okay um
3316,07:52,You
3317,08:32,can make a line
3318,08:34,If you see to go right most line the last row just make a line
3319,08:34,No
3320,08:34,One yes
3321,08:46,This one right
3322,08:46,yeah
3323,08:50,Okay
3324,09:23,The four dots
3325,09:23,In
3326,09:42,columns
3327,09:44,columns yes
3328,09:45,Yes
3329,09:47,Just to see
3330,11:30,You know
3331,11:31,You can make the squares
3332,11:36,Okay then
3333,11:54,yeah
3334,12:07,yeah
3335,12:07,Right
3336,12:07,Okay
3337,12:07,yeah
3338,14:03,yeah
3339,14:09,Why should I put my you know just just one
3340,14:09,Second second box
3341,14:09,You know no guide about the what Center box
3342,14:09,Yes yes
3343,14:46,yeah put an x to do beside your own
3344,14:56,Just
3345,14:56,The next
3346,14:56,Six months yeah
3347,14:56,That
3348,15:13,Okay so no win or lose
3349,15:21,yeah
3350,15:25,yeah
3351,15:29,Okay
3352,15:35,Recording
3353,15:35,As well now how are you
3354,00:04,i'm good What about you
3355,00:09,Fine
3356,00:11,face
3357,00:15,yeah i'm from India
3358,00:15,Okay you too I know
3359,00:15,yeah
3360,00:26,hey how you doing these days
3361,00:28,and good
3362,00:30,mm hmm
3363,00:31,meeting is a
3364,00:35,game games right
3365,00:35,yeah it's for data collection
3366,00:41,So we have to play two games I think you haven't played anything
3367,00:41,else one of my friends
3368,00:48,Okay good then new rules right
3369,00:51,yeah and then
3370,00:51,i'm state I really share the screen and
3371,00:51,I believe
3372,00:51,And we have two games here tic TAC toe and the dots fine yeah yeah actually know that
3373,00:51,But okay i'm going to share the screen and we'll start the game
3374,00:51,This thing
3375,00:51,Is it was
3376,00:51,want like
3377,00:51,it's everything is fine
3378,02:09,You want to go with it
3379,02:19,Okay
3380,02:21,yeah
3381,02:44,yeah just clear
3382,02:44,When i'm going to start de de
3383,02:49,De Okay is it Okay what do you want to start again
3384,02:49,At the middle of
3385,02:59,A look
3386,03:01,dropping
3387,03:05,two and three dots horizontally yeah
3388,03:06,Okay
3389,03:12,Okay
3390,03:13,These
3391,03:48,Three dots
3392,03:48,Yes that one
3393,03:48,that's true
3394,04:24,Yours come
3395,04:24,down
3396,05:03,This is this one
3397,05:05,Yes
3398,05:07,column
3399,05:23,No first column
3400,05:23,done
3401,05:23,yeah
3402,05:23,Okay in quantum last two second column yes
3403,05:23,Yes vertically yes
3404,05:23,yeah
3405,06:36,jaundice
3406,06:36,column
3407,06:44,The column for now
3408,06:44,Okay
3409,06:44,it's the last two dogs
3410,06:44,Okay
3411,06:44,First the
3412,06:44,First column
3413,06:44,one
3414,06:44,Last job was gone
3415,08:02,As a stroll for dot downwards
3416,08:04,Is
3417,08:04,mine
3418,08:16,Okay let's drill first door horizontal
3419,08:35,Yes let them
3420,08:35,Yes
3421,08:35,make a square
3422,08:35,One right
3423,09:18,You can grow into the thoughts that
3424,09:29,You want to
3425,09:34,hit here
3426,09:34,Okay
3427,09:38,Thank you next time
3428,09:42,This
3429,09:49,Is the column
3430,09:49,Okay they're down
3431,09:49,yeah big change to
3432,09:49,Thank
3433,11:17,You
3434,11:20,turn
3435,11:20,Okay
3436,11:47,downwards down
3437,11:49,Okay
3438,11:52,Then okay
3439,11:52,one
3440,11:52,For me
3441,12:38,For me do
3442,12:41,It
3443,12:50,You won the game
3444,13:02,Stop the screen sharing
3445,13:02,them avoid boredom we have to click
3446,13:02,Okay
3447,13:44,The first place
3448,13:44,yeah
3449,13:44,Can we change the color
3450,13:54,No problem
3451,13:56,Down download makes no in the middle
3452,13:56,No okay
3453,13:56,You want me to
3454,14:19,book a
3455,14:21,meeting for that
3456,14:22,Okay vertically downwards after my
3457,14:24,downward yes
3458,14:24,Okay in between meals
3459,14:24,we're done with the game
3460,15:01,And they seem to have completely against
3461,15:01,The sheets
3462,15:01,I will send you the recording
3463,15:01,So we can complete the sheets right
3464,15:01,Okay Okay have a great day bye
3465,15:01,yeah
3466,00:03,We approach it means and this is my
3467,00:03,Second assignment I think Okay let me introduce myself first and the via
3468,00:03,Again this spring
3469,00:03,In my entities acquisition envisioned
3470,00:03,What about you
3471,00:03,My name is Maureen and I came for the spring my major is computer science
3472,00:23,Okay
3473,00:29,What are your hobbies
3474,00:29,traveling
3475,00:34,I think for this game i'm the experienced player and
3476,00:40,I share the links first
3477,00:40,yeah
3478,00:40,yeah
3479,01:07,I share the screen
3480,01:10,Can you see my screen
3481,01:10,yeah
3482,01:16,yeah
3483,01:42,books
3484,01:42,yeah yeah
3485,02:16,yeah
3486,06:24,This game
3487,06:24,again
3488,06:24,Okay
3489,08:22,yeah
3490,08:24,boy
3491,08:24,You can see me right
3492,08:24,Here yeah
3493,08:38,yeah
3494,08:47,yeah
3495,08:47,just see me
3496,08:47,Okay
3497,10:11,OK
3498,10:14,OK
3499,10:18,OK me my head nice meeting you
3500,10:22,will make for an x project meeting
3501,10:22,How are you i'm fine how are you
3502,00:05,i'm fine OK
3503,00:07,OK let me introduce myself and divya I started displaying my main that is artificial intelligence what about you
3504,00:07,yeah let me do the spring my reduce computers
3505,00:19,What are your hobbies
3506,00:24,What are you
3507,00:28,laughing
3508,00:28,Okay
3509,00:28,rice
3510,00:28,wow Okay I think for this game
3511,00:41,Are you experienced player or newby
3512,00:41,newby
3513,00:48,Okay then i'm an experienced player
3514,00:50,i'm shedding the game link in chat box
3515,00:50,When did you get the link
3516,00:50,yeah
3517,01:11,Start sharing the screen
3518,01:16,yeah Can you see my screen
3519,01:16,yeah again
3520,01:23,Okay you blend
3521,01:25,from you
3522,01:25,You play the game in chrome
3523,01:25,yeah
3524,03:58,Can you see the screen
3525,04:06,yeah
3526,04:06,yeah
3527,04:13,what's your question
3528,04:29,You can place your
3529,04:29,Stop screen sharing yeah yeah I think we are done with again
